Date,ICICI Pru Regular Savings,SBI Multi Asset Allocation,HDFC Small Cap,Mirae Asset Large & Midcap
2021-05-06,54.7756,36.0971,61.491,87.576
2021-05-07,54.8138,36.2435,61.684,87.768
2021-05-10,54.8959,36.5223,62.426,88.158
2021-05-11,54.9197,36.6405,62.646,88.223
2021-05-12,54.8769,36.6433,62.55,87.429
2021-05-14,54.8596,36.4359,62.096,86.762
2021-05-17,55.0734,36.6812,63.044,88.259
2021-05-18,55.2391,36.9504,63.742,89.31
2021-05-19,55.2204,37.0656,64.307,89.282
2021-05-20,55.1719,37.0552,64.825,88.776
2021-05-21,55.3506,37.1033,65.084,90.069
2021-05-24,55.385,37.2295,65.846,90.66
2021-05-25,55.4674,37.2377,65.98,90.627
2021-05-26,,,66.498,90.976
2021-05-27,55.4953,37.283,66.997,91.267
2021-05-28,55.4701,37.2744,66.461,91.148
2021-05-31,55.5716,37.4229,66.506,91.698
2021-06-01,55.5471,37.4443,66.084,91.573
2021-06-02,55.6275,37.6513,67.294,91.963
2021-06-03,55.7163,37.8254,67.813,92.67
2021-06-04,55.7126,37.8661,68.4,92.603
2021-06-07,55.8196,37.9886,68.888,93.301
2021-06-08,55.8364,38.0693,69.14,93.548
2021-06-09,55.7984,37.9608,68.691,92.773
2021-06-10,55.8726,38.1211,69.837,93.638
2021-06-11,55.8815,38.2316,70.087,93.873
2021-06-14,55.9328,38.1361,70.259,93.86
2021-06-15,55.9566,38.1642,70.504,94.522
2021-06-16,55.853,38.0479,70.338,93.996
2021-06-17,55.7869,37.829,70.079,93.405
2021-06-18,55.787,37.6101,69.864,93.165
2021-06-21,55.8313,37.69,69.988,93.357
2021-06-22,55.8562,37.7409,70.426,93.475
2021-06-23,55.8412,37.6691,70.078,93.318
2021-06-24,55.8696,37.6198,69.973,94.183
2021-06-25,55.8987,37.7316,70.323,95.02
2021-06-28,55.866,37.8131,70.769,95.15
2021-06-29,55.8206,37.7829,71.656,94.723
2021-06-30,55.822,37.6986,72.278,94.95
2021-07-01,55.8298,37.8543,73.003,95.0
2021-07-02,55.8339,37.9094,73.037,95.428
2021-07-05,55.9453,38.0886,73.387,95.861
2021-07-06,55.9284,38.0553,72.877,95.99
2021-07-07,55.9825,38.1574,73.113,96.265
2021-07-08,55.9082,38.0983,73.167,95.434
2021-07-09,55.9165,38.121,73.381,95.617
2021-07-12,55.9198,38.1292,74.239,95.947
2021-07-13,56.0744,38.1637,74.693,96.517
2021-07-14,56.0773,38.2268,74.999,96.921
2021-07-15,56.1234,38.3004,75.598,97.15
2021-07-16,56.1627,38.3891,76.383,97.401
2021-07-19,56.0638,38.2973,76.191,96.698
2021-07-20,55.8981,38.2116,75.062,95.818
2021-07-22,56.0474,38.3987,76.385,96.981
2021-07-23,56.1307,38.4076,76.64,97.634
2021-07-26,56.1434,38.3921,77.197,97.832
2021-07-27,56.0941,38.3142,77.022,97.439
2021-07-28,56.176,38.2972,76.31,97.382
2021-07-29,56.211,38.3649,77.129,98.425
2021-07-30,56.2229,38.5096,77.315,98.57
2021-08-02,56.3274,38.6298,77.968,99.156
2021-08-03,56.5371,38.7606,78.27,100.191
2021-08-04,56.6226,38.6689,77.546,100.375
2021-08-05,56.7229,38.6372,77.081,100.24
2021-08-06,56.6889,38.6048,77.35,100.164
2021-08-09,56.7135,38.353,76.706,100.008
2021-08-10,56.7678,38.222,74.74,99.478
2021-08-11,56.732,38.29,74.137,99.473
2021-08-12,56.8473,38.4349,75.994,100.036
2021-08-13,56.9741,38.4497,76.251,100.452
2021-08-16,,,75.977,100.532
2021-08-17,57.0035,38.5602,76.254,100.914
2021-08-18,57.012,38.5951,75.969,100.619
2021-08-20,56.89,38.3023,74.024,99.224
2021-08-23,56.9656,38.2055,72.89,99.053
2021-08-24,57.095,38.3987,74.096,99.565
2021-08-25,57.0942,38.418,74.601,99.712
2021-08-26,57.0578,38.3688,74.588,99.571
2021-08-27,57.1491,38.58,74.797,100.349
2021-08-30,57.43,38.8703,75.997,102.027
2021-08-31,57.6028,39.0086,76.223,103.217
2021-09-01,57.6718,39.137,76.199,103.687
2021-09-02,57.8187,39.2822,76.985,104.565
2021-09-03,57.8794,39.3765,77.534,105.024
2021-09-06,57.8871,39.4132,78.12,105.273
2021-09-07,57.8788,39.3272,77.88,105.035
2021-09-08,57.9314,39.378,78.021,105.224
2021-09-09,58.0037,39.4344,78.198,105.507
2021-09-13,58.0084,39.475,79.026,105.555
2021-09-14,58.0634,39.5618,79.641,106.207
2021-09-15,58.2671,39.7606,80.352,107.098
2021-09-16,58.424,39.829,80.534,107.388
2021-09-17,58.3663,39.6775,80.424,106.583
2021-09-20,58.291,39.4748,79.431,104.708
2021-09-21,58.3954,39.6451,79.068,104.962
2021-09-22,58.4209,39.8106,80.084,105.57
2021-09-23,58.6071,39.9494,80.6,106.86
2021-09-24,58.5595,39.7376,80.792,106.405
2021-09-27,58.6456,39.7134,80.513,106.652
2021-09-28,58.6368,39.754,80.223,105.983
2021-09-29,58.6853,39.8488,80.33,106.206
2021-09-30,58.7978,39.7597,80.642,105.893
2021-10-01,58.7239,39.8659,80.974,105.633
2021-10-04,58.8541,40.0659,81.88,107.064
2021-10-05,58.909,40.1954,82.286,107.639
2021-10-06,58.7411,40.036,81.637,106.77
2021-10-07,58.8732,40.1647,82.862,108.6
2021-10-08,58.8337,40.1179,83.762,108.873
2021-10-11,58.9619,40.2584,84.206,109.548
2021-10-12,58.9657,40.3725,84.385,109.706
2021-10-13,59.0739,40.5403,84.549,110.48
2021-10-14,59.167,40.7393,85.169,111.527
2021-10-18,59.2247,40.77,85.411,112.499
2021-10-19,,,83.978,111.469
2021-10-20,59.2125,40.2866,82.308,110.052
2021-10-21,59.1549,40.2025,81.674,109.514
2021-10-22,59.187,40.0147,80.633,108.812
2021-10-25,59.2345,39.9483,79.604,108.257
2021-10-26,59.3279,40.1386,81.084,109.461
2021-10-27,59.366,40.0892,82.197,109.117
2021-10-28,59.115,39.8096,80.926,107.593
2021-10-29,59.0368,39.8118,80.398,107.043
2021-11-01,59.2844,39.9818,81.444,108.913
2021-11-02,59.2965,40.0307,82.025,109.311
2021-11-03,59.2886,40.01,82.018,109.13
2021-11-08,59.4217,40.3875,83.586,111.137
2021-11-09,59.4991,40.4566,83.741,111.17
2021-11-10,59.4858,40.4606,83.199,110.804
2021-11-11,59.3243,40.4752,82.688,109.974
2021-11-12,59.4699,40.5778,82.806,110.785
2021-11-15,59.4478,40.647,82.593,110.703
2021-11-16,59.3486,40.6399,83.128,110.188
2021-11-17,59.351,40.6036,82.867,109.974
2021-11-18,59.2633,40.4165,81.501,108.494
2021-11-22,59.1189,40.0766,79.471,106.068
2021-11-23,59.2112,40.1807,80.604,107.224
2021-11-24,59.2533,40.1059,80.812,106.916
2021-11-25,59.2556,40.2159,81.868,107.48
2021-11-26,58.9381,39.8369,79.415,104.282
2021-11-29,58.901,39.7164,77.778,103.691
2021-11-30,58.9153,39.7338,79.762,104.25
2021-12-01,59.0245,39.7474,79.497,104.936
2021-12-02,59.1505,39.8781,80.294,105.955
2021-12-03,59.0362,39.8283,80.711,105.751
2021-12-06,58.8421,39.626,79.504,104.098
2021-12-07,59.0361,39.8015,80.312,105.726
2021-12-08,59.2943,40.0457,81.54,107.233
2021-12-09,59.3069,40.0642,82.074,107.503
2021-12-10,59.3287,40.0848,82.458,107.738
2021-12-13,59.31,40.0875,82.222,107.532
2021-12-14,59.3297,40.127,82.676,107.333
2021-12-15,59.2082,40.011,83.626,106.791
2021-12-16,59.1406,40.0187,82.953,106.457
2021-12-17,58.8811,39.7536,81.648,104.861
2021-12-20,58.5957,39.3328,78.629,102.115
2021-12-21,58.7195,39.4688,79.483,103.077
2021-12-22,58.8898,39.6175,80.836,104.198
2021-12-23,58.9339,39.8194,81.871,104.854
2021-12-24,58.879,39.6893,81.674,104.304
2021-12-27,58.9947,39.6988,81.96,104.657
2021-12-28,59.1111,39.8359,82.79,105.854
2021-12-29,59.1479,39.7912,83.128,105.738
2021-12-30,59.17,39.7177,82.916,105.814
2021-12-31,59.2797,39.9112,83.923,106.824
2022-01-03,59.5147,40.0652,85.016,108.469
2022-01-04,59.5929,40.076,85.117,109.115
2022-01-05,59.6948,40.1553,85.356,109.47
2022-01-06,59.6786,40.1353,85.053,108.905
2022-01-07,59.7309,40.1924,85.402,109.494
2022-01-10,59.8908,40.2478,86.141,110.393
2022-01-11,59.9156,40.2229,85.959,110.354
2022-01-12,60.1365,40.3373,86.455,111.3
2022-01-13,60.208,40.4604,86.847,111.555
2022-01-14,60.1725,40.4841,86.878,111.776
2022-01-17,60.2283,40.4891,87.159,112.008
2022-01-18,60.0878,40.2338,85.475,110.677
2022-01-19,59.9994,40.2363,86.079,109.985
2022-01-20,59.9601,40.3261,85.925,109.348
2022-01-21,59.7054,40.0748,84.531,107.913
2022-01-24,59.4643,39.6828,81.014,104.944
2022-01-25,59.6377,39.8632,82.236,106.09
2022-01-27,59.5233,39.6107,81.881,104.969
2022-01-28,59.5668,39.6839,82.251,105.162
2022-01-31,59.8192,39.858,83.194,106.579
2022-02-01,59.8316,39.9778,83.956,107.46
2022-02-02,59.8855,40.0917,85.206,108.628
2022-02-03,59.7357,40.0251,84.802,107.671
2022-02-04,59.6476,39.9943,84.248,107.113
2022-02-07,,,83.38,105.667
2022-02-08,59.4764,39.9492,82.119,105.34
2022-02-09,59.6492,40.1162,82.449,106.402
2022-02-10,59.8113,40.2332,82.822,106.95
2022-02-11,59.6707,40.0981,81.282,105.358
2022-02-14,59.2701,39.8532,78.412,101.993
2022-02-15,59.635,40.0791,79.957,104.666
2022-02-16,59.6278,40.0228,79.826,104.318
2022-02-17,59.603,40.1183,79.293,103.918
2022-02-18,59.5917,39.9967,78.625,103.795
2022-02-21,59.5646,39.8572,77.103,102.902
2022-02-22,59.3948,39.8154,75.588,101.846
2022-02-23,59.4096,39.827,76.789,101.78
2022-02-24,58.728,39.3719,73.163,96.806
2022-02-25,59.1154,39.7084,75.861,99.644
2022-02-28,59.2077,39.8922,76.301,100.84
2022-03-02,58.9577,39.9972,76.228,100.081
2022-03-03,58.8183,39.9848,76.6,99.207
2022-03-04,58.6551,39.7784,75.483,97.868
2022-03-07,58.3408,39.7261,74.088,95.293
2022-03-08,58.5247,39.8166,75.115,96.237
2022-03-09,58.7788,39.9485,76.067,97.838
2022-03-10,59.0115,39.9701,76.919,99.26
2022-03-11,58.9968,40.0367,77.207,99.868
2022-03-14,59.21,39.9775,77.41,100.675
2022-03-15,59.1771,39.8916,76.424,99.729
2022-03-16,59.3867,40.0482,77.384,101.465
2022-03-17,59.6373,40.1719,78.47,102.965
2022-03-21,59.4994,40.0715,78.397,102.196
2022-03-22,59.5966,40.0961,78.409,102.727
2022-03-23,59.5593,40.0886,78.121,102.578
2022-03-24,59.5503,40.1755,78.663,102.36
2022-03-25,59.6044,40.2026,78.456,101.751
2022-03-28,59.6681,40.173,77.852,101.72
2022-03-29,59.8139,40.2068,77.843,102.59
2022-03-30,59.9506,40.3372,78.213,103.693
2022-03-31,59.9677,40.3482,78.321,103.711
2022-04-01,,,79.598,104.7
2022-04-04,60.3464,40.6646,81.075,106.409
2022-04-05,60.3576,40.7751,81.803,106.697
2022-04-06,60.3863,40.871,82.579,106.251
2022-04-07,60.3819,40.8625,82.061,105.712
2022-04-08,60.3376,40.9696,82.969,106.656
2022-04-11,60.2406,41.1007,83.515,106.448
2022-04-12,60.1543,40.9423,82.285,105.494
2022-04-13,60.0498,41.0001,82.616,105.409
2022-04-18,59.9535,40.9533,82.009,104.168
2022-04-19,59.7932,40.8988,80.825,103.262
2022-04-20,59.8854,40.9285,80.744,103.852
2022-04-21,60.0272,41.08,81.915,104.986
2022-04-22,59.8481,40.9494,81.56,103.797
2022-04-25,59.81,40.6202,80.098,102.189
2022-04-26,59.9678,40.7812,80.583,103.545
2022-04-27,59.8088,40.6538,80.197,102.476
2022-04-28,59.9605,40.7397,80.477,103.513
2022-04-29,59.8587,40.6518,79.856,102.613
2022-05-02,59.8282,40.5056,79.111,102.243
2022-05-04,59.2342,40.0243,77.421,99.812
2022-05-05,59.2842,40.1029,76.997,99.792
2022-05-06,59.0588,39.728,76.066,98.364
2022-05-09,59.0344,39.4757,74.791,97.467
2022-05-10,59.1218,39.2242,73.458,96.387
2022-05-11,59.1858,39.2148,71.681,96.007
2022-05-12,58.9698,38.9616,70.886,93.997
2022-05-13,58.7727,38.7228,71.307,93.894
2022-05-16,,,72.354,94.958
2022-05-17,59.1111,39.2991,74.49,97.076
2022-05-18,59.0372,39.3572,74.429,96.866
2022-05-19,58.824,39.0032,73.107,94.407
2022-05-20,59.015,39.3036,74.349,96.65
2022-05-23,59.0131,39.1974,74.098,96.488
2022-05-24,59.0115,39.0576,73.697,95.943
2022-05-25,59.124,38.8624,71.283,95.296
2022-05-26,59.3228,39.1764,71.81,96.535
2022-05-27,59.4156,39.2189,73.031,97.248
2022-05-30,59.5755,39.4482,74.476,99.193
2022-05-31,59.5695,39.5991,74.342,99.132
2022-06-01,59.5493,39.4403,74.543,98.879
2022-06-02,59.511,39.4792,75.123,99.285
2022-06-03,59.4153,39.3148,74.505,98.389
2022-06-06,59.367,39.1891,74.324,98.005
2022-06-07,59.1647,39.0478,73.83,97.21
2022-06-08,59.1545,39.1703,74.017,96.975
2022-06-09,59.3101,39.1315,73.972,97.486
2022-06-10,59.1936,39.0101,73.476,96.596
2022-06-13,58.8709,38.594,71.409,94.093
2022-06-14,58.8989,38.4622,71.183,93.973
2022-06-15,58.8868,38.493,71.515,94.072
2022-06-16,58.6381,38.1851,69.639,92.207
2022-06-17,58.5305,38.1531,69.161,91.255
2022-06-20,58.6619,38.0045,67.508,90.834
2022-06-21,58.8593,38.3077,69.179,92.8
2022-06-22,58.7726,38.0901,68.488,91.626
2022-06-23,58.9368,38.2464,69.419,92.783
2022-06-24,59.0892,38.3999,70.391,93.873
2022-06-27,59.2321,38.5768,71.523,94.79
2022-06-28,59.1925,38.633,71.665,94.93
2022-06-29,59.1749,38.5532,71.693,94.303
2022-06-30,59.1999,38.4056,71.543,94.687
2022-07-01,59.2451,38.5723,71.949,95.114
2022-07-04,59.413,38.8455,72.582,95.783
2022-07-05,59.4216,38.8722,73.127,95.776
2022-07-06,59.6656,39.091,73.734,97.092
2022-07-07,59.7721,39.2041,74.689,98.207
2022-07-08,59.8643,39.2103,74.917,98.309
2022-07-11,59.871,39.4435,75.543,98.356
2022-07-12,59.8157,39.3772,75.228,97.456
2022-07-13,59.752,39.3735,75.351,97.39
2022-07-14,59.7479,39.3052,74.993,97.35
2022-07-15,59.8292,39.3976,75.482,97.726
2022-07-18,59.9678,39.7075,76.627,99.003
2022-07-19,60.0356,39.7601,77.288,99.374
2022-07-20,60.0929,39.756,77.783,100.078
2022-07-21,60.1428,39.977,78.435,100.666
2022-07-22,60.2268,40.0067,78.837,101.155
2022-07-25,60.1805,40.0424,78.469,100.954
2022-07-26,60.1207,39.919,77.576,99.928
2022-07-27,60.218,40.0968,77.647,100.744
2022-07-28,60.3073,40.2767,77.837,101.801
2022-07-29,60.5217,40.46,78.532,103.228
2022-08-01,60.7646,40.7953,79.625,104.492
2022-08-02,60.7789,40.7969,79.987,104.694
2022-08-03,60.7938,40.7398,79.73,104.374
2022-08-04,60.799,40.7674,79.928,104.428
2022-08-05,60.7632,40.8112,79.922,104.472
2022-08-08,60.8416,40.8884,80.083,104.822
2022-08-10,60.9575,40.9688,79.648,104.653
2022-08-11,61.0643,41.0709,80.405,105.536
2022-08-12,61.151,41.0415,80.732,106.152
2022-08-16,,,80.883,106.895
2022-08-17,61.5059,41.3915,81.343,107.471
2022-08-18,61.5389,41.4432,81.958,107.26
2022-08-19,61.3871,41.142,81.631,106.218
2022-08-22,61.2561,40.8209,80.76,104.474
2022-08-23,61.3672,40.9808,81.718,105.16
2022-08-24,61.4147,41.1408,82.32,105.392
2022-08-25,61.4254,41.2722,82.546,105.107
2022-08-26,61.4624,41.372,83.204,105.249
2022-08-29,61.3629,41.1985,82.993,103.888
2022-08-30,61.6527,41.5619,83.78,106.044
2022-09-01,61.5822,41.4661,83.735,105.643
2022-09-02,61.5827,41.3754,83.897,105.482
2022-09-05,61.7006,41.6532,84.376,105.848
2022-09-06,61.763,41.7283,84.581,106.059
2022-09-07,61.8039,41.9017,85.067,106.241
2022-09-08,61.9726,42.0068,85.698,107.076
2022-09-09,61.9608,42.03,85.838,107.267
2022-09-12,62.0267,42.2371,86.747,107.698
2022-09-13,62.1344,42.3295,86.782,108.394
2022-09-14,62.1097,42.3451,86.855,108.072
2022-09-15,62.0443,42.2343,87.404,107.91
2022-09-16,61.8294,41.586,85.502,105.542
2022-09-19,61.8956,41.6398,85.537,105.716
2022-09-20,62.003,41.9441,86.444,107.155
2022-09-21,61.9352,41.7019,86.149,106.148
2022-09-22,61.8332,41.7025,85.985,105.802
2022-09-23,61.5755,41.2441,84.054,103.687
2022-09-26,61.3605,41.1491,81.86,101.736
2022-09-27,61.3556,41.3045,82.687,101.679
2022-09-28,61.3112,41.1339,82.187,100.906
2022-09-29,61.3394,41.2979,82.812,101.253
2022-09-30,61.5644,41.5562,84.334,102.771
2022-10-03,61.4935,41.1012,83.68,101.648
2022-10-04,61.7444,41.6469,85.124,103.492
2022-10-06,61.7294,41.8653,85.901,104.283
2022-10-07,61.683,41.8806,86.146,104.08
2022-10-10,61.604,41.8207,85.393,103.506
2022-10-11,61.4474,41.403,84.263,102.146
2022-10-12,61.5093,41.5069,84.451,102.692
2022-10-13,61.4214,41.3533,84.178,102.015
2022-10-14,61.4867,41.2772,84.104,102.438
2022-10-17,61.6425,41.3247,84.651,102.852
2022-10-18,61.7807,41.5618,85.408,103.872
2022-10-19,61.7975,41.5453,84.953,103.98
2022-10-20,61.7988,41.6457,85.253,104.246
2022-10-21,61.838,41.4733,84.945,103.955
2022-10-25,62.0424,41.74,85.331,104.792
2022-10-27,62.1019,41.8475,85.484,104.937
2022-10-28,62.1036,41.7397,85.014,104.4
2022-10-31,62.2483,41.7395,85.598,105.432
2022-11-01,62.3042,41.9746,85.615,106.107
2022-11-02,62.2827,42.1132,85.911,106.057
2022-11-03,62.2672,42.1151,86.252,105.838
2022-11-04,62.2828,42.0959,86.392,105.844
2022-11-07,62.3956,42.2688,87.403,106.821
2022-11-09,62.3714,42.2643,87.325,106.675
2022-11-10,62.3468,42.1367,86.459,105.669
2022-11-11,62.5032,42.3168,86.637,107.088
2022-11-14,62.4548,42.3843,86.781,107.027
2022-11-15,62.5401,42.3611,86.85,107.419
2022-11-16,62.5629,42.3448,86.678,106.933
2022-11-17,62.5694,42.2545,86.587,106.671
2022-11-18,62.5264,42.1801,86.11,106.379
2022-11-21,62.4749,42.1297,86.076,106.087
2022-11-22,62.5159,42.2416,86.351,106.303
2022-11-23,62.5442,42.4052,86.804,106.288
2022-11-24,62.7149,42.5917,87.468,107.399
2022-11-25,62.7232,42.6715,88.117,108.123
2022-11-28,62.8322,42.7082,89.114,108.466
2022-11-29,62.9082,42.7911,88.619,108.778
2022-11-30,63.025,43.0235,88.987,109.303
2022-12-01,63.0648,43.1269,89.475,109.819
2022-12-02,63.0519,43.2148,89.949,110.034
2022-12-05,63.0454,43.3369,90.196,109.912
2022-12-06,62.9594,43.224,90.259,109.329
2022-12-07,62.936,43.1746,89.974,108.869
2022-12-08,62.9935,43.3014,90.786,109.455
2022-12-09,62.9786,43.0777,89.887,108.651
2022-12-12,63.0159,43.2254,90.037,108.848
2022-12-13,63.1085,43.3935,90.564,109.298
2022-12-14,63.1543,43.5864,90.693,109.752
2022-12-15,63.0458,43.3925,89.939,108.692
2022-12-16,62.9263,43.0604,89.029,107.717
2022-12-19,63.0541,43.249,89.267,108.159
2022-12-20,62.9691,43.1931,89.026,107.947
2022-12-21,62.83,42.9018,87.435,106.69
2022-12-22,62.7879,42.7142,86.518,105.936
2022-12-23,62.5598,41.9847,83.384,103.374
2022-12-26,62.7401,42.4622,86.054,105.338
2022-12-27,62.8164,42.7558,87.496,106.119
2022-12-28,62.7737,42.7259,87.547,106.083
2022-12-29,62.8723,42.7369,88.031,106.279
2022-12-30,62.7935,42.6887,88.659,106.318
2023-01-02,62.9189,42.8965,89.514,106.966
2023-01-03,62.9778,43.0705,89.738,107.302
2023-01-04,62.8832,43.0387,88.984,106.33
2023-01-05,62.9183,42.9858,88.8,106.595
2023-01-06,62.8453,42.7898,88.609,105.931
2023-01-09,63.0301,43.0221,88.971,106.936
2023-01-10,62.9197,42.8871,88.713,106.553
2023-01-11,62.9472,42.9537,88.624,106.467
2023-01-12,62.94,42.9007,88.526,106.136
2023-01-13,62.9919,43.1406,88.696,106.25
2023-01-16,62.9391,43.1766,88.677,105.97
2023-01-17,62.9783,43.1454,88.405,106.119
2023-01-18,63.051,43.2021,88.499,106.66
2023-01-19,63.0227,43.1057,88.604,106.424
2023-01-20,62.9632,43.0501,88.244,105.754
2023-01-23,63.0355,43.0675,88.161,106.238
2023-01-24,63.0075,43.0302,88.011,105.907
2023-01-25,62.872,42.6741,87.337,104.462
2023-01-27,62.6632,42.1636,85.73,103.127
2023-01-30,62.6566,42.0796,85.908,103.381
2023-01-31,62.7233,42.151,88.046,104.166
2023-02-01,62.5984,42.0432,87.361,103.499
2023-02-02,62.6202,42.1422,87.775,103.618
2023-02-03,62.7284,42.1127,88.07,104.016
2023-02-06,62.7364,42.0178,88.525,104.224
2023-02-07,62.7238,42.0106,88.623,104.045
2023-02-08,62.8084,42.145,89.234,105.103
2023-02-09,62.8009,42.1668,89.237,104.949
2023-02-10,62.8195,42.1573,89.633,104.955
2023-02-13,62.7794,42.0485,88.814,104.12
2023-02-14,62.8331,42.0395,88.682,104.318
2023-02-15,62.9201,42.0116,88.757,104.581
2023-02-16,62.8917,42.1212,89.659,104.96
2023-02-17,62.8312,41.9565,89.73,104.522
2023-02-20,62.8173,42.0431,90.188,104.36
2023-02-21,62.8051,42.0215,89.692,104.273
2023-02-22,62.6504,41.8006,88.458,103.175
2023-02-23,62.6276,41.9543,89.041,103.092
2023-02-24,62.5764,41.9111,88.486,103.085
2023-02-27,62.5554,41.7991,87.505,102.543
2023-02-28,62.5296,41.8296,87.629,102.292
2023-03-01,62.6233,42.0859,88.857,103.329
2023-03-02,62.5442,42.0503,89.038,102.67
2023-03-03,62.7476,42.4275,89.987,103.66
2023-03-06,62.835,42.5207,90.921,104.466
2023-03-08,62.8575,42.5043,91.147,104.568
2023-03-09,62.7361,42.4035,90.982,103.905
2023-03-10,62.6707,42.2768,90.272,103.008
2023-03-13,62.5447,42.1062,88.691,101.316
2023-03-14,62.5572,42.1431,88.267,100.744
2023-03-15,62.4879,42.117,88.494,100.609
2023-03-16,62.5265,42.2374,87.845,100.551
2023-03-17,62.5874,42.407,88.278,100.984
2023-03-20,62.6307,42.4916,87.588,100.117
2023-03-21,62.7697,42.4481,88.163,100.943
2023-03-22,,,88.827,101.163
2023-03-23,62.8362,42.5207,88.678,100.882
2023-03-24,62.7516,42.385,87.866,100.023
2023-03-27,62.754,42.2766,86.847,99.698
2023-03-28,62.7091,42.1678,86.643,99.506
2023-03-29,62.7923,42.5468,87.838,100.533
2023-03-31,63.0527,42.793,88.728,101.905
2023-04-03,63.1121,42.9597,89.34,102.365
2023-04-05,63.2036,43.2651,89.834,102.773
2023-04-06,63.3261,43.4891,90.421,103.118
2023-04-10,63.345,43.5813,90.213,103.37
2023-04-11,63.4079,43.5664,90.487,103.887
2023-04-12,63.4457,43.7015,90.537,104.296
2023-04-13,63.454,43.6796,90.54,104.274
2023-04-17,63.4094,43.7129,90.665,104.009
2023-04-18,63.4502,43.7571,90.821,104.122
2023-04-19,63.415,43.6233,90.708,104.002
2023-04-20,63.4711,43.7337,90.796,104.155
2023-04-21,63.4441,43.6622,90.849,103.965
2023-04-24,63.5208,43.703,91.22,104.457
2023-04-25,63.6138,43.8185,91.479,104.517
2023-04-26,63.649,43.7924,91.632,104.917
2023-04-27,63.7591,43.8256,91.999,105.378
2023-04-28,63.8747,43.8719,92.96,106.235
2023-05-02,63.9489,43.9481,93.684,106.541
2023-05-03,63.9766,44.002,94.24,106.372
2023-05-04,64.0863,44.2241,94.944,107.172
2023-05-05,,,94.251,106.358
2023-05-08,64.1369,44.1831,94.927,107.464
2023-05-09,64.1857,44.1598,94.304,107.403
2023-05-10,64.2204,44.315,95.194,107.856
2023-05-11,64.2843,44.3919,95.854,108.063
2023-05-12,64.3008,44.328,95.88,107.755
2023-05-15,64.3908,44.6256,96.495,108.253
2023-05-16,64.3672,44.5787,97.106,108.2
2023-05-17,64.287,44.5802,97.241,107.736
2023-05-18,64.2637,44.493,96.798,107.309
2023-05-19,64.236,44.3821,97.081,107.34
2023-05-22,64.3561,44.5049,97.559,107.406
2023-05-23,64.3986,44.5154,97.434,107.7
2023-05-24,64.393,44.5762,97.206,107.642
2023-05-25,64.4398,44.605,97.469,107.908
2023-05-26,64.6135,44.6492,98.346,108.7
2023-05-29,64.7267,44.7544,98.503,109.317
2023-05-30,64.7479,44.8076,98.688,109.509
2023-05-31,64.8021,44.8562,99.335,109.551
2023-06-01,64.8092,44.92,99.821,109.487
2023-06-02,64.8496,45.0768,100.037,109.927
2023-06-05,64.9238,45.1075,100.479,110.548
2023-06-06,64.9885,45.1934,100.914,110.666
2023-06-07,65.1558,45.3893,101.935,111.685
2023-06-08,65.0268,45.1894,101.461,110.934
2023-06-09,64.9357,45.2292,101.679,110.663
2023-06-12,65.059,45.3695,102.125,111.162
2023-06-13,65.1763,45.5231,102.638,112.025
2023-06-14,65.2258,45.6683,102.989,112.037
2023-06-15,65.2261,45.4943,103.377,111.821
2023-06-16,65.3747,45.6436,103.648,112.723
2023-06-19,65.3454,45.6294,103.977,112.576
2023-06-20,65.4286,45.7568,104.054,113.134
2023-06-21,65.5391,45.7492,104.198,113.647
2023-06-22,65.4808,45.5254,103.328,113.194
2023-06-23,65.41,45.4246,102.429,112.361
2023-06-26,65.5097,45.6211,103.263,112.979
2023-06-27,65.6665,45.7813,104.185,113.857
2023-06-28,65.8198,45.8624,104.315,114.416
2023-06-30,65.9633,46.0058,104.686,115.325
2023-07-03,66.0428,46.2832,105.617,115.664
2023-07-04,66.0007,46.4214,106.414,115.617
2023-07-05,66.0809,46.4419,106.89,115.688
2023-07-06,66.1508,46.6223,107.634,116.556
2023-07-07,66.0855,46.4983,107.335,115.748
2023-07-10,66.1534,46.3666,107.13,115.895
2023-07-11,66.2994,46.5186,107.723,116.602
2023-07-12,66.2991,46.5499,107.862,116.577
2023-07-13,66.3076,46.4867,107.113,116.459
2023-07-14,66.4409,46.8148,108.621,117.574
2023-07-17,66.574,46.9775,109.456,118.343
2023-07-18,66.5744,46.9254,108.892,118.137
2023-07-19,66.6389,47.1156,109.515,118.602
2023-07-20,66.7655,47.236,109.555,119.244
2023-07-21,66.675,47.1702,109.824,118.678
2023-07-24,66.6947,47.0792,110.169,118.48
2023-07-25,66.6565,47.1514,110.465,118.899
2023-07-26,66.8052,47.3157,110.343,119.265
2023-07-27,66.8088,47.3925,110.537,119.293
2023-07-28,66.8032,47.4162,110.997,119.929
2023-07-31,66.9631,47.6559,112.442,120.824
2023-08-01,66.9749,47.7009,112.611,121.095
2023-08-02,66.8304,47.4054,111.285,119.459
2023-08-03,66.7267,47.3974,110.954,119.001
2023-08-04,66.8261,47.5768,111.133,120.212
2023-08-07,66.8965,47.5934,110.529,120.769
2023-08-08,66.987,47.9667,111.036,121.345
2023-08-09,67.0233,48.1748,111.798,122.005
2023-08-10,66.9507,47.9671,111.501,121.356
2023-08-11,66.8649,47.9789,111.882,120.793
2023-08-14,66.8552,47.8422,110.976,120.135
2023-08-16,,,111.322,120.121
