Date,ICICI Pru Regular Savings,SBI Multi Asset Allocation,HDFC Small Cap,Mirae Asset Large & Midcap
2019-01-16,43.509,27.5701,45.54,52.885
2019-01-17,43.4756,27.6337,45.514,52.757
2019-01-18,43.4429,27.5766,45.087,52.619
2019-01-21,43.4608,27.5331,45.045,52.543
2019-01-22,43.4846,27.5281,44.908,52.762
2019-01-23,43.4368,27.4671,44.736,52.597
2019-01-24,43.4329,27.4566,44.653,52.444
2019-01-25,43.3363,27.3955,44.078,51.811
2019-01-28,43.289,27.315,43.388,51.075
2019-01-29,43.2961,27.3866,43.656,51.206
2019-01-30,43.2809,27.4309,44.011,51.688
2019-01-31,43.3791,27.5501,44.405,52.251
2019-02-01,43.3681,27.4772,44.5,52.307
2019-02-04,43.3451,27.4326,44.029,52.178
2019-02-05,43.3442,27.4469,43.651,52.129
2019-02-06,43.443,27.5523,43.625,52.36
2019-02-07,43.5662,27.644,43.953,52.663
2019-02-08,43.4743,27.5035,43.581,52.136
2019-02-11,43.4407,27.3993,43.139,51.65
2019-02-12,43.4002,27.3594,43.088,51.522
2019-02-13,43.4524,27.3044,43.121,51.215
2019-02-14,43.4399,27.3033,43.02,51.218
2019-02-15,43.3931,27.1977,42.503,50.959
2019-02-18,43.314,27.1442,42.119,50.586
2019-02-19,,,42.405,50.515
2019-02-20,43.4251,27.3244,42.559,51.032
2019-02-21,43.4593,27.3774,42.728,51.271
2019-02-22,43.5079,27.3586,42.937,51.347
2019-02-25,43.6221,27.4507,43.375,51.72
2019-02-26,43.5986,27.4502,43.271,51.631
2019-02-27,43.5638,27.4348,43.329,51.715
2019-02-28,43.587,27.564,43.619,51.87
2019-03-01,43.6533,27.6485,44.384,52.416
2019-03-05,43.8708,27.7471,45.368,53.47
2019-03-06,43.9365,27.807,45.746,53.648
2019-03-07,43.9759,27.7383,45.914,53.502
2019-03-08,44.0171,27.7972,46.064,53.453
2019-03-11,44.2185,28.0334,46.708,54.484
2019-03-12,44.3294,28.0781,47.253,55.078
2019-03-13,44.3678,28.0487,47.105,55.049
2019-03-14,44.3906,27.9966,47.08,55.131
2019-03-15,44.3852,28.0079,46.856,55.403
2019-03-18,44.4432,28.0183,46.712,55.567
2019-03-19,44.4648,28.0302,46.786,55.975
2019-03-20,44.4342,28.0079,46.757,55.669
2019-03-22,44.4019,27.9643,46.513,55.389
2019-03-25,44.4054,27.8979,46.157,54.881
2019-03-26,44.4634,27.9702,46.607,55.538
2019-03-27,44.4726,27.9683,47.068,55.514
2019-03-28,44.5899,28.0435,47.462,56.01
2019-03-29,44.6662,28.1127,47.768,56.419
2019-04-01,,,47.884,56.554
2019-04-02,44.8389,28.1135,47.977,56.523
2019-04-03,44.7754,28.0511,47.564,56.147
2019-04-04,44.7493,28.0091,47.261,56.027
2019-04-05,44.7446,28.0721,47.506,56.264
2019-04-08,44.6813,28.0393,47.413,55.979
2019-04-09,44.6856,28.1229,47.383,56.268
2019-04-10,44.6874,28.071,47.438,56.077
2019-04-11,44.6979,28.0946,47.308,56.141
2019-04-12,44.7269,28.114,47.399,56.419
2019-04-15,44.7858,28.1439,47.617,56.678
2019-04-16,44.825,28.2257,47.689,57.052
2019-04-18,44.8152,28.1269,47.237,56.738
2019-04-22,44.7135,27.9133,46.738,55.946
2019-04-23,44.657,27.8914,46.67,55.925
2019-04-24,44.726,28.0248,46.756,56.39
2019-04-25,44.6829,27.9596,46.617,55.977
2019-04-26,44.6854,28.0275,46.661,56.304
2019-04-30,44.71,27.9821,46.139,56.331
2019-05-02,44.6952,27.8845,46.165,56.011
2019-05-03,44.7185,27.8143,45.964,56.017
2019-05-06,44.6654,27.6862,45.682,55.599
2019-05-07,44.6475,27.6453,45.447,54.99
2019-05-08,44.5984,27.5656,44.777,54.258
2019-05-09,44.5908,27.5243,44.54,54.083
2019-05-10,44.5783,27.4949,44.604,54.101
2019-05-13,44.5211,27.3417,43.928,53.132
2019-05-14,44.5969,27.4327,43.948,53.492
2019-05-15,44.5785,27.3847,43.806,53.09
2019-05-16,44.6017,27.3835,43.983,53.704
2019-05-17,44.7264,27.4561,44.231,54.373
2019-05-20,45.0631,27.7965,45.458,56.12
2019-05-21,44.9868,27.7066,45.215,55.554
2019-05-22,45.0106,27.7361,45.281,55.835
2019-05-23,45.0144,27.7867,45.377,55.687
2019-05-24,45.1928,28.0623,46.454,57.113
2019-05-27,45.3405,28.1612,47.347,57.64
2019-05-28,45.3762,28.2363,47.537,57.863
2019-05-29,45.3098,28.1902,47.358,57.38
2019-05-30,45.333,28.1655,47.373,57.663
2019-05-31,45.3771,28.387,47.276,57.694
2019-06-03,45.5096,28.586,47.037,58.418
2019-06-04,45.4638,28.5113,47.011,58.261
2019-06-06,45.3639,28.3925,46.345,57.417
2019-06-07,45.3467,28.3526,46.437,57.601
2019-06-10,45.3773,28.3052,46.141,57.72
2019-06-11,45.4054,28.38,46.353,57.904
2019-06-12,45.4052,28.3544,46.016,57.689
2019-06-13,45.4402,28.3475,45.815,57.659
2019-06-14,45.4172,28.364,45.546,56.943
2019-06-17,45.3183,28.1592,45.025,56.242
2019-06-18,45.3745,28.3052,45.003,56.292
2019-06-19,45.347,28.2083,44.669,56.066
2019-06-20,45.4754,28.5604,45.035,57.043
2019-06-21,45.3968,28.5095,44.844,56.936
2019-06-24,45.3787,28.5799,44.793,56.88
2019-06-25,45.3978,28.6858,45.044,57.344
2019-06-26,45.3868,28.6711,45.221,57.587
2019-06-27,45.423,28.7386,45.366,57.69
2019-06-28,45.4216,28.742,45.444,57.453
2019-07-01,45.4876,28.734,45.667,57.657
2019-07-02,45.5277,28.813,45.462,57.683
2019-07-03,45.5768,28.9884,45.553,57.878
2019-07-04,45.6325,29.0182,45.646,57.856
2019-07-05,45.6075,28.8568,45.14,57.185
2019-07-08,45.4691,28.7497,44.258,55.845
2019-07-09,45.5052,28.7574,44.278,56.009
2019-07-10,45.4759,28.7007,44.037,55.656
2019-07-11,45.5567,28.8958,44.228,56.065
2019-07-12,45.5662,28.8812,44.371,56.076
2019-07-15,45.5901,29.0079,44.102,56.124
2019-07-16,45.688,29.216,44.11,56.702
2019-07-17,45.7414,29.2112,43.914,56.822
2019-07-18,45.6644,29.1095,43.631,56.265
2019-07-19,45.5291,28.9468,43.104,55.307
2019-07-22,45.4818,28.8955,42.587,55.298
2019-07-23,45.4904,28.791,42.57,55.117
2019-07-24,45.471,28.6292,42.182,54.581
2019-07-25,45.4199,28.6554,42.025,54.806
2019-07-26,45.4633,28.7531,41.939,55.111
2019-07-29,45.399,28.6615,41.535,54.799
2019-07-30,45.3249,28.5162,40.932,53.981
2019-07-31,45.3673,28.6668,40.902,54.275
2019-08-01,45.3055,28.4107,40.53,53.93
2019-08-02,45.3466,28.6093,40.217,53.959
2019-08-05,45.2226,28.6011,39.765,53.289
2019-08-06,45.3216,28.801,40.34,54.133
2019-08-07,45.2671,28.8337,40.246,53.939
2019-08-08,45.4005,29.0286,40.613,54.487
2019-08-09,45.4585,29.063,41.12,54.772
2019-08-13,45.258,28.8591,40.645,53.763
2019-08-14,45.278,28.8357,40.602,54.334
2019-08-16,45.302,28.9808,40.668,54.569
2019-08-19,45.3571,28.923,40.906,54.669
2019-08-20,45.3426,28.8668,40.728,54.473
2019-08-21,45.3254,28.7351,40.128,53.875
2019-08-22,45.2664,28.5802,39.298,53.216
2019-08-23,45.3336,28.6759,39.471,53.573
2019-08-26,45.4657,29.021,40.032,54.459
2019-08-27,45.5298,29.2543,40.507,54.845
2019-08-28,45.4794,29.1995,40.401,54.516
2019-08-29,45.3776,29.207,40.084,54.277
2019-08-30,45.4351,29.3457,40.315,54.704
2019-09-03,45.3543,29.1294,39.805,53.71
2019-09-04,45.3803,29.1156,39.796,53.917
2019-09-05,45.3814,29.1598,39.865,54.145
2019-09-06,45.4907,29.1142,40.13,54.492
2019-09-09,45.5981,29.1901,40.337,54.777
2019-09-11,45.6446,29.1779,40.872,55.057
2019-09-12,45.594,29.1856,41.018,55.089
2019-09-13,45.6988,29.2762,41.168,55.371
2019-09-16,45.6526,29.2365,41.392,55.087
2019-09-17,45.4844,28.9931,40.875,54.041
2019-09-18,45.5185,29.1167,40.982,54.328
2019-09-19,45.435,28.9572,40.485,53.556
2019-09-20,45.8839,29.6765,42.241,56.383
2019-09-23,46.2892,30.043,43.052,57.826
2019-09-24,46.2551,30.0447,42.936,57.711
2019-09-25,46.1011,29.8384,42.453,56.854
2019-09-26,46.2196,29.9485,42.472,57.438
2019-09-27,46.1896,29.9147,42.181,57.276
2019-09-30,46.1705,29.7356,42.053,56.737
2019-10-01,46.1333,29.5872,41.329,55.905
2019-10-03,46.1101,29.6281,41.205,55.695
2019-10-04,45.9591,29.4103,40.808,54.942
2019-10-07,45.9712,29.1819,40.308,54.746
2019-10-09,46.1307,29.4214,40.487,55.708
2019-10-10,46.0482,29.3214,40.352,55.105
2019-10-11,46.107,29.3304,40.536,55.276
2019-10-14,46.193,29.4429,40.477,55.541
2019-10-15,46.3023,29.5868,40.497,55.837
2019-10-16,46.3135,29.6811,40.696,55.935
2019-10-17,46.4914,29.8661,41.138,56.741
2019-10-18,46.5288,30.065,41.664,57.473
2019-10-22,46.5347,30.1193,41.883,57.607
2019-10-23,46.633,30.1462,41.831,57.716
2019-10-24,46.6502,30.0884,41.689,57.47
2019-10-25,46.6725,30.0914,41.597,57.696
2019-10-29,46.8989,30.3036,42.144,58.858
2019-10-30,46.977,30.4371,42.207,59.055
2019-10-31,47.0134,30.5311,42.59,59.585
2019-11-01,47.0451,30.5512,42.769,59.663
2019-11-04,47.1285,30.5143,42.798,59.695
2019-11-05,47.105,30.3758,42.268,59.418
2019-11-06,47.1508,30.3932,42.022,59.605
2019-11-07,47.226,30.4696,42.013,59.867
2019-11-08,47.1789,30.2513,41.696,59.722
2019-11-11,47.1899,30.2761,41.718,59.739
2019-11-13,47.1989,30.231,41.407,59.291
2019-11-14,47.2839,30.2206,41.234,59.525
2019-11-15,47.301,30.1996,41.165,59.836
2019-11-18,47.3049,30.1829,41.231,59.971
2019-11-19,47.3378,30.1873,41.249,60.065
2019-11-20,47.3782,30.3208,41.27,60.472
2019-11-21,47.3385,30.2382,41.113,60.045
2019-11-22,47.3215,30.2097,41.023,59.937
2019-11-25,47.4779,30.3853,41.511,60.564
2019-11-26,47.4613,30.2644,41.369,60.352
2019-11-27,47.537,30.3597,41.375,60.693
2019-11-28,47.6108,30.5208,41.562,61.253
2019-11-29,47.5459,30.397,41.761,60.91
2019-12-02,47.5497,30.395,41.522,60.667
2019-12-03,47.5049,30.3271,41.322,60.356
2019-12-04,47.5629,30.3736,41.358,60.668
2019-12-05,47.4272,30.144,41.306,60.633
2019-12-06,47.3127,29.9405,40.873,60.1
2019-12-09,47.2931,29.8795,40.65,60.01
2019-12-10,47.2404,29.6915,40.47,59.471
2019-12-11,47.2493,29.739,40.335,59.663
2019-12-12,47.336,29.8509,40.499,60.073
2019-12-13,47.4386,29.9898,40.828,60.69
2019-12-16,47.4343,29.9437,40.755,60.504
2019-12-17,47.5339,30.0317,41.092,60.818
2019-12-18,47.6037,30.1049,40.983,60.924
2019-12-19,47.647,30.1256,40.914,61.032
2019-12-20,47.7211,30.3178,40.993,61.115
2019-12-23,47.751,30.3667,41.017,61.033
2019-12-24,47.727,30.3833,41.016,60.935
2019-12-26,47.7078,30.3259,41.033,60.716
2019-12-27,47.8334,30.5106,41.296,61.377
2019-12-30,47.8502,30.5174,41.381,61.585
2019-12-31,47.8265,30.4677,41.527,61.471
2020-01-01,47.8452,30.5153,41.857,61.631
2020-01-02,47.9118,30.6456,42.476,62.264
2020-01-03,47.8742,30.7095,42.407,62.086
2020-01-06,47.6776,30.4546,41.708,60.902
2020-01-07,47.7389,30.5245,41.915,61.138
2020-01-08,47.7428,30.5986,41.844,61.197
2020-01-09,47.9133,30.6728,42.44,62.096
2020-01-10,47.9408,30.6629,42.551,62.395
2020-01-13,47.9592,30.762,42.956,62.727
2020-01-14,47.9542,30.7562,43.268,63.12
2020-01-15,48.014,30.8869,43.568,63.29
2020-01-16,48.073,30.9261,43.862,63.697
2020-01-17,48.0965,30.9871,44.119,63.689
2020-01-20,48.0652,30.8414,43.845,63.138
2020-01-21,48.0415,30.7803,43.896,62.815
2020-01-22,48.0318,30.7719,43.821,62.66
2020-01-23,48.079,30.9489,44.022,63.172
2020-01-24,48.1834,31.1168,44.1,63.578
2020-01-27,48.1768,31.0963,44.113,63.107
2020-01-28,48.1142,31.0348,43.994,62.776
2020-01-29,48.1638,31.0911,43.858,62.945
2020-01-30,48.1447,30.8518,43.486,62.406
2020-01-31,48.1019,30.7224,43.448,62.13
2020-02-03,48.0705,30.3839,42.481,60.836
2020-02-04,48.2182,30.6507,43.08,61.762
2020-02-05,48.3094,30.8386,43.373,62.462
2020-02-06,48.4837,31.1032,43.536,62.776
2020-02-07,48.5296,31.2279,43.506,62.921
2020-02-10,48.5202,31.1906,43.388,62.545
2020-02-11,48.5453,31.111,43.457,62.844
2020-02-12,48.6035,31.1085,43.25,63.059
2020-02-13,48.6466,31.1656,42.874,63.022
2020-02-14,48.6126,31.0264,42.682,62.609
2020-02-17,48.5924,30.8677,42.444,62.531
2020-02-18,48.5958,30.8384,42.25,62.309
2020-02-19,,,42.752,63.127
2020-02-20,48.6536,31.2366,42.956,63.603
2020-02-24,48.5269,31.1944,42.399,62.732
2020-02-25,48.4867,31.033,42.253,62.556
2020-02-26,48.4521,30.8137,41.944,61.915
2020-02-27,48.3891,30.7405,41.812,61.525
2020-02-28,48.133,30.192,40.458,59.559
2020-03-02,48.0369,30.0662,40.004,59.256
2020-03-03,48.1489,30.3909,40.565,60.386
2020-03-04,48.1385,30.5253,40.021,59.994
2020-03-05,48.1729,30.5771,40.126,60.021
2020-03-06,48.0241,30.4301,39.375,58.49
2020-03-09,47.6712,29.7876,38.067,55.821
2020-03-11,47.5914,29.5994,37.807,55.596
2020-03-12,46.6933,28.317,34.818,51.162
2020-03-13,46.7573,28.4023,34.975,53.012
2020-03-16,46.3393,27.7066,33.318,49.32
2020-03-17,46.0847,27.3644,32.476,48.491
2020-03-18,45.5871,26.7958,30.711,46.393
2020-03-19,45.0361,26.3795,29.173,44.719
2020-03-20,45.5622,27.1474,29.843,46.605
2020-03-23,44.3482,25.742,26.43,40.214
2020-03-24,44.612,26.0042,26.223,41.042
2020-03-25,,,26.908,43.173
2020-03-26,45.1137,27.0882,27.738,44.926
2020-03-27,45.7899,27.2375,28.041,45.118
2020-03-30,45.5704,27.2829,27.431,43.882
2020-03-31,45.9312,27.6716,28.11,45.136
2020-04-01,,,27.927,43.895
2020-04-03,45.3652,27.2868,27.491,42.78
2020-04-07,45.8543,28.1854,28.31,45.971
2020-04-08,45.7203,28.5092,28.604,46.297
2020-04-09,46.0732,29.0502,29.451,48.097
2020-04-13,45.9613,29.4691,29.276,47.623
2020-04-15,45.9574,29.5695,29.816,47.771
2020-04-16,46.1537,29.7539,30.334,48.58
2020-04-17,46.6335,30.0015,31.156,49.923
2020-04-20,46.6391,30.0333,31.346,50.088
2020-04-21,46.355,29.7463,30.426,48.398
2020-04-22,46.5414,29.4849,30.625,49.164
2020-04-23,46.6949,29.7603,31.035,49.829
2020-04-24,46.4014,29.4349,30.444,49.07
2020-04-27,46.366,29.672,30.682,50.037
2020-04-28,46.2654,29.6187,30.746,50.591
2020-04-29,46.3819,29.7405,31.009,51.194
2020-04-30,46.6364,29.9852,31.257,52.131
2020-05-04,46.2243,29.5447,30.281,49.563
2020-05-05,46.1224,29.2712,30.039,49.03
2020-05-06,46.2127,29.3951,30.167,49.377
2020-05-07,,,30.242,49.067
2020-05-08,46.2135,29.3966,30.048,49.054
2020-05-11,46.1267,29.4593,29.935,49.091
2020-05-12,46.1531,29.5328,29.691,48.931
2020-05-13,46.381,29.5779,30.313,49.947
2020-05-14,46.2415,29.5668,30.035,49.108
2020-05-15,46.2533,29.543,29.863,48.956
2020-05-18,45.9614,29.2294,28.925,47.221
2020-05-19,46.0583,29.1945,28.983,47.298
2020-05-20,46.2892,29.4788,29.241,48.09
2020-05-21,46.4592,29.5997,29.484,48.284
2020-05-22,46.4892,29.5539,29.402,47.946
2020-05-26,46.5692,29.5096,29.418,48.185
2020-05-27,46.7863,29.471,29.599,49.216
2020-05-28,47.0196,29.7367,30.163,50.109
2020-05-29,47.131,30.0061,30.277,50.537
2020-06-01,47.435,30.2495,31.309,51.764
2020-06-02,47.5531,30.333,31.974,52.302
2020-06-03,47.6517,30.3538,32.549,52.505
2020-06-04,47.6655,30.4304,32.689,52.489
2020-06-05,47.8925,30.7134,33.603,53.311
2020-06-08,47.8365,30.6831,33.914,53.667
2020-06-09,47.691,30.6512,33.429,53.066
2020-06-10,47.6483,30.6605,33.586,53.535
2020-06-11,47.4847,30.5204,33.168,52.532
2020-06-12,47.5518,30.6393,32.913,52.936
2020-06-15,47.4673,30.4702,32.826,52.204
2020-06-16,47.5352,30.541,33.025,52.585
2020-06-17,47.5695,30.548,33.263,52.724
2020-06-18,47.7838,30.637,33.687,53.688
2020-06-19,48.0441,30.8119,34.086,54.629
2020-06-22,48.1443,31.1401,34.676,55.289
2020-06-23,48.2524,31.3634,35.211,56.103
2020-06-24,48.117,31.2596,34.858,55.181
2020-06-25,48.134,31.2366,34.806,55.47
2020-06-26,48.2006,31.264,35.092,55.816
2020-06-29,48.1763,31.1935,34.802,55.227
2020-06-30,48.1851,31.1895,34.643,55.298
2020-07-01,48.3358,31.2809,34.896,55.797
2020-07-02,48.4828,31.3137,35.08,56.264
2020-07-03,48.5565,31.4331,35.174,56.827
2020-07-06,48.7789,31.5027,35.552,57.805
2020-07-07,48.946,31.62,35.866,58.049
2020-07-08,48.8806,31.6743,35.739,57.584
2020-07-09,48.969,31.7061,36.046,57.841
2020-07-10,49.0089,31.7011,35.909,57.65
2020-07-13,49.0421,31.7384,35.788,57.727
2020-07-14,48.8265,31.5431,35.36,56.838
2020-07-15,48.8609,31.5097,35.555,56.649
2020-07-16,48.9622,31.5499,35.639,57.368
2020-07-17,49.1113,31.7663,35.936,58.155
2020-07-20,49.2501,31.8581,36.126,58.588
2020-07-21,49.3174,31.8972,36.124,59.018
2020-07-22,49.3043,31.9069,35.981,58.988
2020-07-23,49.4419,32.158,36.235,59.481
2020-07-24,49.4006,32.005,36.156,59.146
2020-07-27,49.3014,32.0572,35.942,58.558
2020-07-28,49.4123,32.1474,36.286,58.934
2020-07-29,49.3774,32.2659,36.491,58.928
2020-07-30,49.3293,32.3311,36.495,58.617
2020-07-31,49.375,32.5556,36.657,58.893
2020-08-03,49.3011,32.5201,37.116,58.438
2020-08-04,49.5096,32.6045,37.478,59.139
2020-08-05,49.5631,32.7406,37.485,59.399
2020-08-06,49.5827,32.8867,37.854,59.8
2020-08-07,49.6034,32.934,38.147,60.121
2020-08-10,49.7196,33.0659,38.415,60.881
2020-08-11,49.7689,32.8547,38.737,61.186
2020-08-12,49.8995,32.5953,38.985,61.197
2020-08-13,50.0196,32.6909,39.364,61.515
2020-08-14,49.8449,32.5993,39.009,60.912
2020-08-17,49.9631,32.6262,39.433,61.179
2020-08-18,50.1205,32.9428,39.886,62.08
2020-08-19,50.1797,32.9051,40.427,62.309
2020-08-20,50.1376,32.7482,40.728,62.296
2020-08-21,50.0966,32.7248,41.281,62.588
2020-08-24,50.0853,32.6482,41.865,62.965
2020-08-25,50.1637,32.5873,42.139,63.29
2020-08-26,50.2032,32.5579,42.684,63.584
2020-08-27,50.2285,32.628,42.565,63.598
2020-08-28,50.291,32.6825,42.575,64.013
2020-08-31,50.0715,32.1628,40.698,62.142
2020-09-01,50.3943,32.4572,40.716,62.694
2020-09-02,50.476,32.5219,41.058,63.124
2020-09-03,50.5228,32.6015,41.433,63.214
2020-09-04,50.3741,32.378,40.888,62.079
2020-09-07,50.3526,32.2772,40.559,61.965
2020-09-08,50.232,32.1585,40.292,61.512
2020-09-09,50.2589,32.1897,39.747,61.234
2020-09-10,50.3645,32.3462,40.184,62.021
2020-09-11,50.3625,32.4511,40.298,62.247
2020-09-14,50.4358,32.4287,42.105,63.11
2020-09-15,50.4827,32.6167,42.648,63.635
2020-09-16,50.5683,32.6396,42.745,63.912
2020-09-17,50.4833,32.4997,42.745,63.624
2020-09-18,50.4974,32.602,42.689,63.638
2020-09-21,50.3177,32.1638,41.135,61.834
2020-09-22,50.2386,31.9306,40.505,61.275
2020-09-23,50.2595,31.8616,40.496,61.037
2020-09-24,50.041,31.5193,39.57,59.379
2020-09-25,50.229,31.8643,40.609,60.856
2020-09-28,50.4105,32.0657,41.519,62.307
2020-09-29,50.3789,32.117,41.43,62.314
2020-09-30,50.4616,32.1711,41.528,62.207
2020-10-01,50.634,32.2818,41.8,62.863
2020-10-05,50.6745,32.3445,41.988,63.094
2020-10-06,50.7493,32.4408,42.117,63.548
2020-10-07,50.8191,32.3858,41.846,63.631
2020-10-08,50.896,32.4108,41.872,63.901
2020-10-09,51.0587,32.4942,41.747,64.3
2020-10-12,51.1074,32.5258,41.574,64.106
2020-10-13,51.1144,32.4365,41.588,64.051
2020-10-14,51.1521,32.4448,41.658,64.16
2020-10-15,50.9792,32.2666,40.955,62.728
2020-10-16,50.9963,32.4057,41.326,63.43
2020-10-19,51.0903,32.5189,41.375,64.128
2020-10-20,51.1603,32.5537,41.319,64.355
2020-10-21,51.1621,32.5799,41.491,64.696
2020-10-22,51.1296,32.5415,41.656,64.815
2020-10-23,51.2085,32.5992,41.878,65.273
2020-10-26,51.1066,32.427,41.561,64.282
2020-10-27,51.2167,32.5876,41.714,64.928
2020-10-28,51.1053,32.4615,41.399,64.347
2020-10-29,51.0876,32.4407,41.167,64.05
2020-10-30,,,41.025,63.975
2020-11-02,51.087,32.4892,40.683,64.544
2020-11-03,51.1898,32.5652,40.895,65.264
2020-11-04,51.2934,32.6747,41.068,65.612
2020-11-05,51.5188,32.8983,41.687,66.828
2020-11-06,51.6196,33.0696,41.91,67.175
2020-11-09,51.7855,33.2659,42.324,68.226
2020-11-10,51.8949,32.9825,42.212,68.562
2020-11-11,51.9862,33.1279,42.554,69.136
2020-11-12,51.9898,33.1945,43.272,69.104
2020-11-13,52.095,33.3162,43.751,69.235
2020-11-17,52.2301,33.4974,44.525,70.305
2020-11-18,52.3245,33.4888,44.825,70.507
2020-11-19,52.2397,33.3378,44.66,69.797
2020-11-20,52.3153,33.5132,44.879,70.252
2020-11-23,52.3736,33.6585,45.132,70.63
2020-11-24,52.4912,33.6143,45.661,71.457
2020-11-25,52.3542,33.4225,45.343,70.36
2020-11-26,52.4432,33.5975,45.595,70.918
2020-11-27,52.4454,33.6052,46.393,71.492
2020-12-01,52.6161,33.7461,47.065,72.128
2020-12-02,52.6236,33.9568,47.117,72.184
2020-12-03,52.711,34.206,47.555,72.391
2020-12-04,52.8539,34.2826,47.899,73.091
2020-12-07,52.963,34.4224,48.412,73.65
2020-12-08,52.9836,34.4966,48.275,73.746
2020-12-09,53.0737,34.5202,48.49,74.275
2020-12-10,53.0452,34.5231,48.175,73.992
2020-12-11,53.034,34.5695,48.498,73.917
2020-12-14,53.0975,34.7132,48.75,74.269
2020-12-15,53.0991,34.6975,48.89,74.228
2020-12-16,53.1425,34.8748,49.077,74.715
2020-12-17,53.1396,34.8262,49.002,74.712
2020-12-18,53.1812,34.8753,48.954,74.803
2020-12-21,52.8761,34.3531,46.765,72.233
2020-12-22,52.9701,34.4973,47.377,72.939
2020-12-23,53.1062,34.7207,48.749,73.998
2020-12-24,53.1667,34.7821,49.261,74.648
2020-12-28,53.2924,34.9547,50.431,75.42
2020-12-29,53.3272,34.9167,50.29,75.69
2020-12-30,53.3787,34.9466,50.439,75.974
2020-12-31,53.448,35.0234,50.408,75.996
2021-01-01,53.4898,35.1314,50.639,76.521
2021-01-04,53.6373,35.5146,51.277,77.467
2021-01-05,53.7525,35.7939,51.583,77.929
2021-01-06,53.6983,35.783,51.586,77.978
2021-01-07,53.7323,35.7977,51.654,78.331
2021-01-08,53.8904,35.9567,52.33,79.3
2021-01-11,53.9314,35.9182,52.257,79.673
2021-01-12,53.9725,35.9474,52.48,80.254
2021-01-13,53.9784,35.8389,52.697,80.394
2021-01-14,53.9239,35.8299,52.564,80.691
2021-01-15,53.7744,35.6009,52.067,79.872
2021-01-18,53.6508,35.2508,51.243,78.827
2021-01-19,53.8164,35.4886,51.848,80.138
2021-01-20,53.885,35.5631,52.218,80.742
2021-01-21,53.8477,35.4459,52.34,80.534
2021-01-22,53.7405,35.2882,51.854,79.409
2021-01-25,53.6761,35.1644,51.39,78.964
2021-01-27,53.5347,34.9571,51.034,77.584
2021-01-28,53.5018,34.8911,50.85,77.415
2021-01-29,53.3974,34.5755,50.631,76.56
2021-02-01,53.755,34.839,51.329,79.657
2021-02-02,53.9501,35.0763,52.188,81.358
2021-02-03,54.0449,35.1446,53.137,82.476
2021-02-04,54.1525,35.3627,54.319,83.377
2021-02-05,54.0532,35.1954,54.908,83.05
2021-02-08,54.2246,35.4178,56.467,84.477
2021-02-09,54.2095,35.429,56.002,84.577
2021-02-10,54.2459,35.5034,56.055,84.856
2021-02-11,54.3148,35.6214,56.729,85.498
2021-02-12,54.35,35.5694,56.807,85.452
2021-02-15,54.5153,35.6811,56.808,86.504
2021-02-16,54.5199,35.7884,56.652,86.237
2021-02-17,54.5208,35.713,56.747,86.135
2021-02-18,54.4429,35.8316,57.321,86.054
2021-02-19,,,57.008,84.68
2021-02-22,54.0812,35.2501,56.484,83.211
2021-02-23,54.1544,35.4388,56.902,83.775
2021-02-24,54.3121,35.5636,57.154,84.917
2021-02-25,54.3431,35.7195,57.804,85.77
2021-02-26,54.0441,35.2813,57.097,83.517
2021-03-01,54.2151,35.44,57.633,84.528
2021-03-02,54.3588,35.6275,58.226,85.605
2021-03-03,54.5298,35.8033,58.654,87.129
2021-03-04,54.484,35.7718,59.235,86.781
2021-03-05,54.4138,35.4897,58.379,85.686
2021-03-08,54.399,35.5105,58.25,85.943
2021-03-09,54.4106,35.3377,58.101,86.175
2021-03-10,54.4886,35.4419,58.438,86.696
2021-03-12,54.3703,35.3143,58.495,86.209
2021-03-15,54.3204,35.2676,58.26,85.905
2021-03-16,54.3139,35.3507,58.758,85.746
2021-03-17,54.1789,35.0405,57.751,84.482
2021-03-18,54.1069,34.8911,56.774,83.368
2021-03-19,54.2037,35.0596,56.805,84.183
2021-03-22,54.2068,35.1782,57.184,84.134
2021-03-23,54.3476,35.2792,57.513,84.857
2021-03-24,54.2018,35.0775,56.833,83.399
2021-03-25,54.0414,34.7551,56.101,82.325
2021-03-26,54.1775,34.932,56.487,83.374
2021-03-30,54.3497,35.081,57.549,85.061
2021-03-31,54.3338,35.1191,57.724,84.803
2021-04-01,,,58.689,85.639
2021-04-05,54.3348,35.2688,58.17,84.378
2021-04-06,54.3483,35.3707,58.714,84.675
2021-04-07,54.4818,35.617,59.211,85.855
2021-04-08,54.5394,35.7567,59.788,86.122
2021-04-09,54.508,35.769,60.441,85.894
2021-04-12,54.1999,35.0194,57.718,82.686
2021-04-13,,,58.403,83.727
2021-04-15,54.3658,35.3453,58.313,84.13
2021-04-16,54.3919,35.5213,59.039,84.307
2021-04-19,54.2656,35.3165,58.131,83.163
2021-04-20,54.2555,35.3307,58.252,83.053
2021-04-22,54.3382,35.4404,58.419,83.586
2021-04-23,54.3223,35.4744,58.416,83.483
2021-04-26,54.4786,35.5545,58.816,84.52
2021-04-27,54.5858,35.677,59.524,85.735
2021-04-28,54.7921,35.7061,60.017,86.632
2021-04-29,54.8031,35.7087,60.041,86.85
2021-04-30,54.6806,35.7011,60.049,86.006
2021-05-03,54.7016,35.809,61.184,86.327
2021-05-04,54.6133,35.7678,60.881,85.871
2021-05-05,54.6941,35.9806,61.59,86.88
